Language	Level	Type	Code	Name
gbn	2	I	gbn	Mo'da
gbo	1	G	nic	Niger-Kordofanian
gbo	2	G	alv	Atlantic-Congo
gbo	3	G	kro	Kru
gbo	4	M	grb	Grebo
gbo	5	I	gbo	Northern Grebo
gbp	1	G	nic	Niger-Kordofanian
gbp	2	G	alv	Atlantic-Congo
gbp	3	M	gba	Gbaya (Central African Republic)
gbp	4	I	gbp	Gbaya-Bossangoa
gbq	1	G	nic	Niger-Kordofanian
gbq	2	G	alv	Atlantic-Congo
gbq	3	M	gba	Gbaya (Central African Republic)
gbq	4	I	gbq	Gbaya-Bozoum
gbr	1	G	nic	Niger-Kordofanian
gbr	2	G	alv	Atlantic-Congo
gbr	3	I	gbr	Gbagyi
gbs	1	G	nic	Niger-Kordofanian
gbs	2	G	alv	Atlantic-Congo
gbs	3	I	gbs	Gbesi Gbe
gbu	1	G	aus	Australian
gbu	2	I	gbu	Gagadu
gbv	1	G	nic	Niger-Kordofanian
gbv	2	G	alv	Atlantic-Congo
gbv	3	I	gbv	Gbanu
gbx	1	G	nic	Niger-Kordofanian
gbx	2	G	alv	Atlantic-Congo
gbx	3	I	gbx	Eastern Xwla Gbe
gby	1	G	nic	Niger-Kordofanian
gby	2	G	alv	Atlantic-Congo
gby	3	I	gby	Gbari
gbz	1	G	ine	Indo-European
gbz	2	G	iir	Indo-Iranian
gbz	3	G	ira	Iranian
gbz	4	I	gbz	Zoroastrian Dari
gcc	1	G	paa	Papuan
gcc	2	I	gcc	Mali
gcd	1	G	aus	Australian
gcd	2	I	gcd	Ganggalida
gce	1	G	nai	North American Indian
gce	2	G	xnd	Na-Dene
gce	3	G	ath	Athapascan
gce	4	I	gce	Galice
gcf	1	G	crp	Creoles and pidgins
gcf	2	G	cpf	Creoles and pidgins, Frenchâ€‘based
gcf	3	I	gcf	Guadeloupean Creole French
gcl	1	G	crp	Creoles and pidgins
gcl	2	G	cpe	Creoles and pidgins, Englishâ€‘based
gcl	3	I	gcl	Grenadian Creole English
gcn	1	G	paa	Papuan
gcn	2	G	ngf	Trans-New Guinea
gcn	3	I	gcn	Gaina
gcr	1	G	crp	Creoles and pidgins
gcr	2	G	cpf	Creoles and pidgins, Frenchâ€‘based
gcr	3	I	gcr	Guianese Creole French
gct	1	G	ine	Indo-European
gct	2	G	gem	Germanic
gct	3	I	gct	Colonia Tovar German
gda	1	G	ine	Indo-European
gda	2	G	iir	Indo-Iranian
gda	3	G	inc	Indic
gda	4	M	raj	Rajasthani
gda	5	I	gda	Gade Lohar
gdb	1	G	dra	Dravidian
gdb	2	I	gdb	Pottangi Ollar Gadaba
gdc	1	G	aus	Australian
gdc	2	I	gdc	Gugu Badhun
gdd	1	G	map	Austronesian
gdd	2	G	poz	Malayo-Polynesian
gdd	3	G	pqe	Eastern Malayo-Polynesian
gdd	4	I	gdd	Gedaged
gde	1	G	afa	Afro-Asiatic
gde	2	I	gde	Gude
gdf	1	G	afa	Afro-Asiatic
gdf	2	I	gdf	Guduf-Gava
gdg	1	G	map	Austronesian
gdg	2	G	poz	Malayo-Polynesian
gdg	3	G	pqw	Western Malayo-Polynesian
gdg	4	G	phi	Philippine
gdg	5	I	gdg	Ga'dang
gdh	1	G	aus	Australian
gdh	2	I	gdh	Gadjerawang
gdi	1	G	nic	Niger-Kordofanian
gdi	2	G	alv	Atlantic-Congo
gdi	3	I	gdi	Gundi
gdj	1	G	aus	Australian
gdj	2	I	gdj	Gurdjar
gdk	1	G	afa	Afro-Asiatic
gdk	2	I	gdk	Gadang
gdl	1	G	afa	Afro-Asiatic
gdl	2	G	cus	Cushitic
gdl	3	I	gdl	Dirasha
gdn	1	G	paa	Papuan
gdn	2	G	ngf	Trans-New Guinea
gdn	3	I	gdn	Umanakaina
gdo	1	G	cau	Caucasian
gdo	2	I	gdo	Ghodoberi
gdq	1	G	afa	Afro-Asiatic
gdq	2	G	sem	Semitic
gdq	3	I	gdq	Mehri
gdr	1	G	paa	Papuan
gdr	2	G	ngf	Trans-New Guinea
gdr	3	I	gdr	Wipi
gdu	1	G	afa	Afro-Asiatic
gdu	2	I	gdu	Gudu
gdx	1	G	ine	Indo-European
gdx	2	G	iir	Indo-Iranian
gdx	3	G	inc	Indic
gdx	4	I	gdx	Godwari
gea	1	G	afa	Afro-Asiatic
gea	2	I	gea	Geruma
geb	1	G	paa	Papuan
geb	2	I	geb	Kire
gec	1	G	nic	Niger-Kordofanian
gec	2	G	alv	Atlantic-Congo
gec	3	G	kro	Kru
gec	4	M	grb	Grebo
gec	5	I	gec	Gboloo Grebo
ged	1	G	nic	Niger-Kordofanian
ged	2	G	alv	Atlantic-Congo
ged	3	I	ged	Gade
geg	1	G	nic	Niger-Kordofanian
geg	2	G	alv	Atlantic-Congo
geg	3	I	geg	Gengle
geh	1	G	ine	Indo-European
geh	2	G	gem	Germanic
geh	3	I	geh	Hutterite German
gei	1	G	map	Austronesian
gei	2	G	poz	Malayo-Polynesian
gei	3	G	pqe	Eastern Malayo-Polynesian
gei	4	I	gei	Gebe
gej	1	G	nic	Niger-Kordofanian
gej	2	G	alv	Atlantic-Congo
gej	3	I	gej	Gen
gek	1	G	afa	Afro-Asiatic
gek	2	I	gek	Yiwom
gel	1	G	nic	Niger-Kordofanian
gel	2	G	alv	Atlantic-Congo
gel	3	I	gel	Kag-Fer-Jiir-Koor-Ror-Us-Zuksun
gen	1	G	sit	Sino-Tibetan
gen	2	G	tbq	Tibeto-Burman
gen	3	I	gen	Geman Deng
geq	1	G	nic	Niger-Kordofanian
geq	2	G	alv	Atlantic-Congo
geq	3	I	geq	Geme
ges	1	G	map	Austronesian
ges	2	G	poz	Malayo-Polynesian
ges	3	G	plf	Central Malayo-Polynesian
ges	4	I	ges	Geser-Gorom
gew	1	G	afa	Afro-Asiatic
gew	2	I	gew	Gera
gex	1	G	afa	Afro-Asiatic
gex	2	G	cus	Cushitic
gex	3	I	gex	Garre
gey	1	G	nic	Niger-Kordofanian
gey	2	G	alv	Atlantic-Congo
gey	3	G	bnt	Bantu
gey	4	I	gey	Enya
gfk	1	G	map	Austronesian
gfk	2	G	poz	Malayo-Polynesian
gfk	3	G	pqe	Eastern Malayo-Polynesian
gfk	4	I	gfk	Patpatar
gft	1	G	afa	Afro-Asiatic
gft	2	G	sem	Semitic
gft	3	I	gft	Gafat
gga	1	G	map	Austronesian
gga	2	G	poz	Malayo-Polynesian
gga	3	G	pqe	Eastern Malayo-Polynesian
gga	4	I	gga	Gao
ggb	1	G	nic	Niger-Kordofanian
ggb	2	G	alv	Atlantic-Congo
ggb	3	G	kro	Kru
ggb	4	I	ggb	Gbii
ggd	1	G	aus	Australian
ggd	2	I	ggd	Gugadj
gge	1	G	aus	Australian
gge	2	I	gge	Guragone
ggg	1	G	ine	Indo-European
ggg	2	G	iir	Indo-Iranian
ggg	3	G	inc	Indic
ggg	4	I	ggg	Gurgula
ggh	1	G	afa	Afro-Asiatic
ggh	2	G	cus	Cushitic
ggh	3	I	ggh	Garreh-Ajuran
ggk	1	G	aus	Australian
ggk	2	I	ggk	Kungarakany
ggl	1	G	paa	Papuan
ggl	2	G	ngf	Trans-New Guinea
ggl	3	I	ggl	Ganglau
ggn	1	G	sit	Sino-Tibetan
ggn	2	G	tbq	Tibeto-Burman
ggn	3	I	ggn	Eastern Gurung
ggo	1	G	dra	Dravidian
ggo	2	M	gon	Gondi
ggo	3	I	ggo	Southern Gondi
ggr	1	G	aus	Australian
ggr	2	I	ggr	Aghu Tharnggalu
ggt	1	G	map	Austronesian
ggt	2	G	poz	Malayo-Polynesian
ggt	3	G	pqe	Eastern Malayo-Polynesian
ggt	4	I	ggt	Gitua
ggu	1	G	nic	Niger-Kordofanian
ggu	2	G	dmn	Mande
ggu	3	I	ggu	Gagu
ggw	1	G	paa	Papuan
ggw	2	G	ngf	Trans-New Guinea
ggw	3	I	ggw	Gogodala
gha	1	G	afa	Afro-Asiatic
gha	2	G	ber	Berber
gha	3	I	gha	Ghadamès
ghc	1	G	ine	Indo-European
ghc	2	I	ghc	Hiberno-Scottish Gaelic
ghe	1	G	sit	Sino-Tibetan
ghe	2	G	tbq	Tibeto-Burman
ghe	3	I	ghe	Southern Ghale
ghh	1	G	sit	Sino-Tibetan
ghh	2	G	tbq	Tibeto-Burman
ghh	3	I	ghh	Northern Ghale
ghk	1	G	sit	Sino-Tibetan
ghk	2	G	tbq	Tibeto-Burman
ghk	3	G	kar	Karen
ghk	4	I	ghk	Geko Karen
ghl	1	G	ssa	Nilo-Saharan
ghl	2	G	sdv	Eastern Sudanic
ghl	3	G	nub	Nubian
ghl	4	I	ghl	Ghulfan
ghn	1	G	map	Austronesian
ghn	2	G	poz	Malayo-Polynesian
ghn	3	G	pqe	Eastern Malayo-Polynesian
ghn	4	I	ghn	Ghanongga
gho	1	G	afa	Afro-Asiatic
gho	2	G	ber	Berber
gho	3	I	gho	Ghomara
ghr	1	G	ine	Indo-European
ghr	2	G	iir	Indo-Iranian
ghr	3	G	inc	Indic
ghr	4	I	ghr	Ghera
ghs	1	G	paa	Papuan
ghs	2	G	ngf	Trans-New Guinea
ghs	3	I	ghs	Guhu-Samane
ght	1	G	sit	Sino-Tibetan
ght	2	G	tbq	Tibeto-Burman
ght	3	I	ght	Kutang Ghale
gia	1	G	aus	Australian
gia	2	I	gia	Kitja
gib	1	G	crp	Creoles and pidgins
gib	2	I	gib	Gibanawa
gid	1	G	afa	Afro-Asiatic
gid	2	I	gid	Gidar
gig	1	G	ine	Indo-European
gig	2	G	iir	Indo-Iranian
gig	3	G	inc	Indic
gig	4	I	gig	Goaria
gil	1	G	map	Austronesian
gil	2	G	poz	Malayo-Polynesian
gil	3	G	pqe	Eastern Malayo-Polynesian
gil	4	I	gil	Gilbertese
gim	1	G	paa	Papuan
gim	2	G	ngf	Trans-New Guinea
gim	3	I	gim	Gimi (Eastern Highlands)
gin	1	G	cau	Caucasian
gin	2	I	gin	Hinukh
gio	1	G	tai	Tai
gio	2	I	gio	Gelao
gip	1	G	map	Austronesian
gip	2	G	poz	Malayo-Polynesian
gip	3	G	pqe	Eastern Malayo-Polynesian
gip	4	I	gip	Gimi (West New Britain)
giq	1	G	tai	Tai
giq	2	I	giq	Green Gelao
gir	1	G	tai	Tai
gir	2	I	gir	Red Gelao
gis	1	G	afa	Afro-Asiatic
gis	2	I	gis	North Giziga
git	1	G	nai	North American Indian
git	2	I	git	Gitxsan
giw	1	G	tai	Tai
giw	2	I	giw	White Gelao
gix	1	G	nic	Niger-Kordofanian
gix	2	G	alv	Atlantic-Congo
gix	3	I	gix	Gilima
giy	1	G	aus	Australian
giy	2	I	giy	Giyug
giz	1	G	afa	Afro-Asiatic
giz	2	I	giz	South Giziga
gji	1	G	afa	Afro-Asiatic
gji	2	I	gji	Geji
gjk	1	G	ine	Indo-European
gjk	2	G	iir	Indo-Iranian
gjk	3	G	inc	Indic
gjk	4	I	gjk	Kachi Koli
gjn	1	G	nic	Niger-Kordofanian
gjn	2	G	alv	Atlantic-Congo
gjn	3	I	gjn	Gonja
gju	1	G	ine	Indo-European
gju	2	G	iir	Indo-Iranian
gju	3	G	inc	Indic
gju	4	M	raj	Rajasthani
gju	5	I	gju	Gujari
gka	1	G	paa	Papuan
gka	2	G	ngf	Trans-New Guinea
gka	3	I	gka	Guya
gke	1	G	nic	Niger-Kordofanian
gke	2	G	alv	Atlantic-Congo
gke	3	I	gke	Ndai
gkn	1	G	nic	Niger-Kordofanian
gkn	2	G	alv	Atlantic-Congo
gkn	3	I	gkn	Gokana
gkp	1	M	kpe	Kpelle
gkp	2	I	gkp	Guinea Kpelle
gla	1	G	ine	Indo-European
gla	2	G	cel	Celtic
gla	3	I	gla	Scottish Gaelic
glc	1	G	nic	Niger-Kordofanian
glc	2	G	alv	Atlantic-Congo
glc	3	I	glc	Bon Gula
gld	1	G	tut	Altaic
gld	2	I	gld	Nanai
gle	1	G	ine	Indo-European
gle	2	G	cel	Celtic
gle	3	I	gle	Irish
glg	1	G	ine	Indo-European
glg	2	G	itc	Italic
glg	3	G	roa	Romance
glg	4	I	glg	Galician
glh	1	G	ine	Indo-European
glh	2	G	iir	Indo-Iranian
glh	3	G	inc	Indic
glh	4	I	glh	Northwest Pashayi
gli	1	G	paa	Papuan
gli	2	I	gli	Guliguli
glj	1	G	nic	Niger-Kordofanian
glj	2	G	alv	Atlantic-Congo
glj	3	I	glj	Gula Iro
glk	1	G	ine	Indo-European
glk	2	G	iir	Indo-Iranian
glk	3	G	ira	Iranian
glk	4	I	glk	Gilaki
glo	1	G	afa	Afro-Asiatic
glo	2	I	glo	Galambu
glr	1	G	nic	Niger-Kordofanian
glr	2	G	alv	Atlantic-Congo
glr	3	G	kro	Kru
glr	4	I	glr	Glaro-Twabo
glu	1	G	ssa	Nilo-Saharan
glu	2	I	glu	Gula (Chad)
glv	1	G	ine	Indo-European
glv	2	G	cel	Celtic
glv	3	I	glv	Manx
glw	1	G	afa	Afro-Asiatic
glw	2	I	glw	Glavda
gly	1	G	ssa	Nilo-Saharan
gly	2	I	gly	Gule
gma	1	G	aus	Australian
gma	2	I	gma	Gambera
gmb	1	G	map	Austronesian
gmb	2	G	poz	Malayo-Polynesian
gmb	3	G	pqe	Eastern Malayo-Polynesian
gmb	4	I	gmb	Gula'alaa
gmd	1	G	nic	Niger-Kordofanian
gmd	2	G	alv	Atlantic-Congo
gmd	3	I	gmd	Mághdì
gml	1	G	ine	Indo-European
gml	2	G	gem	Germanic
gml	3	I	gml	Middle Low German
gmm	1	G	nic	Niger-Kordofanian
gmm	2	G	alv	Atlantic-Congo
gmm	3	M	gba	Gbaya (Central African Republic)
gmm	4	I	gmm	Gbaya-Mbodomo
gmn	1	G	nic	Niger-Kordofanian
gmn	2	G	alv	Atlantic-Congo
gmn	3	I	gmn	Gimnime
gmo	1	G	afa	Afro-Asiatic
gmo	2	I	gmo	Gamo-Gofa-Dawro
gmu	1	G	paa	Papuan
gmu	2	G	ngf	Trans-New Guinea
gmu	3	I	gmu	Gumalu
gmv	1	G	afa	Afro-Asiatic
gmv	2	I	gmv	Gamo
gmx	1	G	nic	Niger-Kordofanian
gmx	2	G	alv	Atlantic-Congo
gmx	3	I	gmx	Magoma
gmy	1	G	ine	Indo-European
gmy	2	I	gmy	Mycenaean Greek
gna	1	G	nic	Niger-Kordofanian
gna	2	G	alv	Atlantic-Congo
gna	3	I	gna	Kaansa
gnb	1	G	sit	Sino-Tibetan
gnb	2	G	tbq	Tibeto-Burman
gnb	3	I	gnb	Gangte
gnc	1	G	afa	Afro-Asiatic
gnc	2	G	ber	Berber
gnc	3	I	gnc	Guanche
gnd	1	G	afa	Afro-Asiatic
gnd	2	I	gnd	Zulgo-Gemzek
gne	1	G	nic	Niger-Kordofanian
gne	2	I	gne	Ganang
gng	1	G	nic	Niger-Kordofanian
gng	2	G	alv	Atlantic-Congo
gng	3	I	gng	Ngangam
gnh	1	G	nic	Niger-Kordofanian
gnh	2	G	alv	Atlantic-Congo
gnh	3	I	gnh	Lere
gni	1	G	aus	Australian
gni	2	I	gni	Gooniyandi
gnk	1	G	khi	Khoisan
gnk	2	I	gnk	//Gana
gnl	1	G	aus	Australian
gnl	2	I	gnl	Gangulu
gnm	1	G	paa	Papuan
gnm	2	G	ngf	Trans-New Guinea
gnm	3	I	gnm	Ginuman
gnn	1	G	aus	Australian
gnn	2	I	gnn	Gumatj
gno	1	G	dra	Dravidian
gno	2	M	gon	Gondi
gno	3	I	gno	Northern Gondi
gnq	1	G	map	Austronesian
gnq	2	I	gnq	Gana
gnr	1	G	aus	Australian
gnr	2	I	gnr	Gureng Gureng
gnt	1	G	paa	Papuan
gnt	2	G	ngf	Trans-New Guinea
gnt	3	I	gnt	Guntai
gnu	1	G	paa	Papuan
gnu	2	I	gnu	Gnau
gnw	1	G	sai	South American Indian
gnw	2	G	tup	Tupi
gnw	3	M	grn	Guarani
gnw	4	I	gnw	Western Bolivian Guaraní
gnz	1	G	nic	Niger-Kordofanian
gnz	2	G	alv	Atlantic-Congo
gnz	3	I	gnz	Ganzi
goa	1	G	nic	Niger-Kordofanian
goa	2	G	dmn	Mande
goa	3	I	goa	Guro
gob	1	G	sai	South American Indian
gob	2	I	gob	Playero
goc	1	G	map	Austronesian
goc	2	G	poz	Malayo-Polynesian
goc	3	G	pqe	Eastern Malayo-Polynesian
goc	4	I	goc	Gorakor
god	1	G	nic	Niger-Kordofanian
god	2	G	alv	Atlantic-Congo
god	3	G	kro	Kru
god	4	I	god	Godié
goe	1	G	sit	Sino-Tibetan
goe	2	G	tbq	Tibeto-Burman
goe	3	I	goe	Gongduk
gof	1	G	afa	Afro-Asiatic
gof	2	I	gof	Gofa
gog	1	G	nic	Niger-Kordofanian
gog	2	G	alv	Atlantic-Congo
gog	3	G	bnt	Bantu
gog	4	I	gog	Gogo
goi	1	G	paa	Papuan
goi	2	G	ngf	Trans-New Guinea
goi	3	I	goi	Gobasi
goj	1	G	ine	Indo-European
goj	2	G	iir	Indo-Iranian
goj	3	G	inc	Indic
goj	4	I	goj	Gowlan
gok	1	G	ine	Indo-European
gok	2	G	iir	Indo-Iranian
gok	3	G	inc	Indic
gok	4	I	gok	Gowli
gol	1	G	nic	Niger-Kordofanian
gol	2	G	alv	Atlantic-Congo
gol	3	I	gol	Gola
gom	1	G	ine	Indo-European
gom	2	G	iir	Indo-Iranian
gom	3	G	inc	Indic
gom	4	M	kok	Konkani (macrolanguage)
gom	5	I	gom	Goan Konkani
goo	1	G	map	Austronesian
goo	2	G	poz	Malayo-Polynesian
goo	3	G	pqe	Eastern Malayo-Polynesian
goo	4	I	goo	Gone Dau
gop	1	G	map	Austronesian
gop	2	G	poz	Malayo-Polynesian
gop	3	G	pqe	Eastern Malayo-Polynesian
gop	4	I	gop	Yeretuar
goq	1	G	map	Austronesian
goq	2	I	goq	Gorap
gor	1	G	map	Austronesian
gor	2	G	poz	Malayo-Polynesian
gor	3	G	pqw	Western Malayo-Polynesian
gor	4	G	phi	Philippine
gor	5	I	gor	Gorontalo
gos	1	G	ine	Indo-European
gos	2	G	gem	Germanic
gos	3	I	gos	Gronings
gou	1	G	afa	Afro-Asiatic
gou	2	I	gou	Gavar
gow	1	G	afa	Afro-Asiatic
gow	2	G	cus	Cushitic
gow	3	I	gow	Gorowa
gox	1	G	nic	Niger-Kordofanian
gox	2	G	alv	Atlantic-Congo
gox	3	G	bad	Banda
gox	4	I	gox	Gobu
goy	1	G	nic	Niger-Kordofanian
goy	2	G	alv	Atlantic-Congo
goy	3	I	goy	Goundo
goz	1	G	ine	Indo-European
goz	2	G	iir	Indo-Iranian
goz	3	G	ira	Iranian
goz	4	I	goz	Gozarkhani
gpa	1	G	nic	Niger-Kordofanian
gpa	2	G	alv	Atlantic-Congo
gpa	3	I	gpa	Gupa-Abawa
gpn	1	G	paa	Papuan
gpn	2	I	gpn	Taiap
gqa	1	G	afa	Afro-Asiatic
gqa	2	I	gqa	Ga'anda
gqi	1	G	sit	Sino-Tibetan
gqi	2	G	tbq	Tibeto-Burman
gqi	3	I	gqi	Guiqiong
gqn	1	G	sai	South American Indian
gqn	2	I	gqn	Guana (Brazil)
gqr	1	G	ssa	Nilo-Saharan
gqr	2	I	gqr	Gor
gra	1	G	ine	Indo-European
gra	2	G	iir	Indo-Iranian
gra	3	G	inc	Indic
gra	4	I	gra	Rajput Garasia
grd	1	G	afa	Afro-Asiatic
grd	2	I	grd	Guruntum-Mbaaru
grg	1	G	paa	Papuan
grg	2	G	ngf	Trans-New Guinea
grg	3	I	grg	Madi
grh	1	G	nic	Niger-Kordofanian
grh	2	G	alv	Atlantic-Congo
grh	3	I	grh	Gbiri-Niragu
gri	1	G	map	Austronesian
gri	2	G	poz	Malayo-Polynesian
gri	3	G	pqe	Eastern Malayo-Polynesian
gri	4	I	gri	Ghari
grj	1	G	nic	Niger-Kordofanian
grj	2	G	alv	Atlantic-Congo
grj	3	G	kro	Kru
grj	4	M	grb	Grebo
grj	5	I	grj	Southern Grebo
grm	1	G	map	Austronesian
grm	2	I	grm	Kota Marudu Talantang
gro	1	G	sit	Sino-Tibetan
gro	2	G	tbq	Tibeto-Burman
gro	3	I	gro	Groma
grq	1	G	paa	Papuan
grq	2	I	grq	Gorovu
grr	1	G	afa	Afro-Asiatic
grr	2	G	ber	Berber
grr	3	I	grr	Taznatit
grs	1	G	paa	Papuan
grs	2	G	ngf	Trans-New Guinea
grs	3	I	grs	Gresi
grt	1	G	sit	Sino-Tibetan
grt	2	G	tbq	Tibeto-Burman
grt	3	I	grt	Garo
gru	1	G	afa	Afro-Asiatic
gru	2	G	sem	Semitic
gru	3	I	gru	Kistane
grv	1	G	nic	Niger-Kordofanian
grv	2	G	alv	Atlantic-Congo
grv	3	G	kro	Kru
grv	4	M	grb	Grebo
grv	5	I	grv	Central Grebo
grw	1	G	map	Austronesian
grw	2	G	poz	Malayo-Polynesian
grw	3	G	pqe	Eastern Malayo-Polynesian
grw	4	I	grw	Gweda
grx	1	G	paa	Papuan
grx	2	I	grx	Guriaso
gry	1	G	nic	Niger-Kordofanian
gry	2	G	alv	Atlantic-Congo
gry	3	G	kro	Kru
gry	4	M	grb	Grebo
gry	5	I	gry	Barclayville Grebo
grz	1	G	map	Austronesian
grz	2	G	poz	Malayo-Polynesian
grz	3	G	pqe	Eastern Malayo-Polynesian
grz	4	I	grz	Guramalum
gsc	1	G	ine	Indo-European
gsc	2	G	itc	Italic
gsc	3	G	roa	Romance
gsc	4	I	oci	Occitan (post 1500)
gsc	5	I	gsc	Gascon
gse	1	G	sgn	sign languages
gse	2	I	gse	Ghanaian Sign Language
gsg	1	G	sgn	sign languages
gsg	2	I	gsg	German Sign Language
gsl	1	G	nic	Niger-Kordofanian
gsl	2	G	alv	Atlantic-Congo
gsl	3	I	gsl	Gusilay
gsm	1	G	sgn	sign languages
gsm	2	I	gsm	Guatemalan Sign Language
gsn	1	G	paa	Papuan
gsn	2	G	ngf	Trans-New Guinea
gsn	3	I	gsn	Gusan
gso	1	G	nic	Niger-Kordofanian
gso	2	G	alv	Atlantic-Congo
gso	3	M	gba	Gbaya (Central African Republic)
gso	4	I	gso	Southwest Gbaya
gsp	1	G	paa	Papuan
gsp	2	G	ngf	Trans-New Guinea
gsp	3	I	gsp	Wasembo
gss	1	G	sgn	sign languages
gss	2	I	gss	Greek Sign Language
gsw	1	G	ine	Indo-European
gsw	2	G	gem	Germanic
gsw	3	I	gsw	Swiss German
gta	1	G	sai	South American Indian
gta	2	I	gta	Guató
gti	1	G	nic	Niger-Kordofanian
gti	2	G	alv	Atlantic-Congo
gti	3	G	bnt	Bantu
gti	4	I	gti	Gbati-ri
gua	1	G	nic	Niger-Kordofanian
gua	2	G	alv	Atlantic-Congo
gua	3	G	bnt	Bantu
gua	4	I	gua	Shiki
gub	1	G	sai	South American Indian
gub	2	I	gub	Guajajára
guc	1	G	sai	South American Indian
guc	2	I	guc	Wayuu
gud	1	G	nic	Niger-Kordofanian
gud	2	G	alv	Atlantic-Congo
gud	3	G	kro	Kru
gud	4	I	gud	Yocoboué Dida
gue	1	G	aus	Australian
gue	2	I	gue	Gurinji
guf	1	G	aus	Australian
guf	2	I	guf	Gupapuyngu
gug	1	G	sai	South American Indian
gug	2	G	tup	Tupi
gug	3	M	grn	Guarani
gug	4	I	gug	Paraguayan Guaraní
guh	1	G	sai	South American Indian
guh	2	I	guh	Guahibo
gui	1	G	sai	South American Indian
gui	2	G	tup	Tupi
gui	3	M	grn	Guarani
gui	4	I	gui	Eastern Bolivian Guaraní
guj	1	G	ine	Indo-European
guj	2	G	iir	Indo-Iranian
guj	3	G	inc	Indic
guj	4	I	guj	Gujarati
guk	1	G	ssa	Nilo-Saharan
guk	2	I	guk	Gumuz
gul	1	G	crp	Creoles and pidgins
gul	2	G	cpe	Creoles and pidgins, Englishâ€‘based
gul	3	I	gul	Sea Island Creole English
gum	1	G	sai	South American Indian
gum	2	I	gum	Guambiano
gun	1	G	sai	South American Indian
gun	2	G	tup	Tupi
gun	3	M	grn	Guarani
gun	4	I	gun	Mbyá Guaraní
guo	1	G	sai	South American Indian
guo	2	I	guo	Guayabero
gup	1	G	aus	Australian
gup	2	I	gup	Gunwinggu
guq	1	G	sai	South American Indian
guq	2	I	guq	Aché
gur	1	G	nic	Niger-Kordofanian
gur	2	G	alv	Atlantic-Congo
gur	3	I	gur	Farefare
gus	1	G	sgn	sign languages
gus	2	I	gus	Guinean Sign Language
gut	1	G	cai	Central American Indian
gut	2	I	gut	Maléku Jaíka
guu	1	G	sai	South American Indian
guu	2	I	guu	Yanomamö
guv	1	G	nic	Niger-Kordofanian
guv	2	G	alv	Atlantic-Congo
guv	3	I	guv	Gey
guw	1	G	nic	Niger-Kordofanian
guw	2	G	alv	Atlantic-Congo
guw	3	I	guw	Gun
gux	1	G	nic	Niger-Kordofanian
gux	2	G	alv	Atlantic-Congo
gux	3	I	gux	Gourmanchéma
guz	1	G	nic	Niger-Kordofanian
guz	2	G	alv	Atlantic-Congo
guz	3	G	bnt	Bantu
guz	4	I	guz	Gusii
gva	1	G	sai	South American Indian
gva	2	I	gva	Guana (Paraguay)
gvc	1	G	sai	South American Indian
gvc	2	I	gvc	Guanano
gve	1	G	map	Austronesian
gve	2	G	poz	Malayo-Polynesian
gve	3	G	pqe	Eastern Malayo-Polynesian
gve	4	I	gve	Duwet
gvf	1	G	paa	Papuan
gvf	2	G	ngf	Trans-New Guinea
gvf	3	I	gvf	Golin
gvj	1	G	sai	South American Indian
gvj	2	I	gvj	Guajá
gvl	1	G	ssa	Nilo-Saharan
gvl	2	I	gvl	Gulay
gvm	1	G	nic	Niger-Kordofanian
gvm	2	G	alv	Atlantic-Congo
gvm	3	I	gvm	Gurmana
gvn	1	G	aus	Australian
gvn	2	I	gvn	Kuku-Yalanji
gvo	1	G	sai	South American Indian
gvo	2	I	gvo	Gavião Do Jiparaná
gvp	1	G	sai	South American Indian
gvp	2	I	gvp	Pará Gavião
gvr	1	G	sit	Sino-Tibetan
gvr	2	G	tbq	Tibeto-Burman
gvr	3	I	gvr	Western Gurung
gvs	1	G	map	Austronesian
gvs	2	G	poz	Malayo-Polynesian
gvs	3	G	pqe	Eastern Malayo-Polynesian
gvs	4	I	gvs	Gumawana
gwa	1	G	nic	Niger-Kordofanian
gwa	2	G	alv	Atlantic-Congo
gwa	3	I	gwa	Mbato
gwb	1	G	nic	Niger-Kordofanian
gwb	2	G	alv	Atlantic-Congo
gwb	3	G	bnt	Bantu
gwb	4	I	gwb	Gwa
gwc	1	G	ine	Indo-European
gwc	2	G	iir	Indo-Iranian
gwc	3	G	inc	Indic
gwc	4	I	gwc	Kalami
gwd	1	G	afa	Afro-Asiatic
gwd	2	G	cus	Cushitic
gwd	3	I	gwd	Gawwada
gwe	1	G	nic	Niger-Kordofanian
gwe	2	G	alv	Atlantic-Congo
gwe	3	G	bnt	Bantu
gwe	4	I	gwe	Gweno
gwf	1	G	ine	Indo-European
gwf	2	G	iir	Indo-Iranian
gwf	3	G	inc	Indic
gwf	4	I	gwf	Gowro
gwg	1	G	nic	Niger-Kordofanian
gwg	2	G	alv	Atlantic-Congo
gwg	3	I	gwg	Moo
gwi	1	G	nai	North American Indian
gwi	2	G	xnd	Na-Dene
gwi	3	G	ath	Athapascan
gwi	4	I	gwi	Gwichʼin
gwj	1	G	khi	Khoisan
gwj	2	I	gwj	/Gwi
gwn	1	G	afa	Afro-Asiatic
gwn	2	I	gwn	Gwandara
gwr	1	G	nic	Niger-Kordofanian
gwr	2	G	alv	Atlantic-Congo
gwr	3	G	bnt	Bantu
gwr	4	I	gwr	Gwere
gwt	1	G	ine	Indo-European
gwt	2	G	iir	Indo-Iranian
gwt	3	G	inc	Indic
